Employee Name,Month,Year,Month_Number,Start Date,Tenure_Days,Tenure_Range,Department,Org,Manager,Level distinction,Country
Employee 8,September 2023,2023,9,2020-11-30,1034,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 80,September 2023,2023,9,2022-12-19,285,6 months-1 year,Accounting,Operations,Employee 66,M3 Veteran,United States
Employee 81,September 2023,2023,9,2022-12-19,285,6 months-1 year,Data Product Engineering,R&D,Employee 157,L3 Veteran,Egypt
Employee 83,September 2023,2023,9,2023-01-03,270,6 months-1 year,Orion,R&D,Employee 183,L3 Seasoned,United Kingdom
Employee 85,September 2023,2023,9,2023-01-03,270,6 months-1 year,Core Data Ingestion,R&D,Employee 151,L4 Veteran,United States
Employee 86,September 2023,2023,9,2023-01-10,263,6 months-1 year,Forward Deployed Engineering,R&D,Employee 999,M4 Early,United States
Employee 87,September 2023,2023,9,2023-01-17,256,6 months-1 year,Product Security,R&D,Employee 113,L5 Seasoned,Netherlands
Employee 89,September 2023,2023,9,2023-01-23,250,6 months-1 year,Orion,R&D,Employee 183,L3 Early,Egypt
Employee 91,September 2023,2023,9,2023-02-06,236,6 months-1 year,Data Product Engineering,R&D,Employee 157,L4 Early,Egypt
Employee 95,September 2023,2023,9,2023-04-10,173,3-6 months,Core Data Ingestion,R&D,Employee 151,L5 Seasoned,United States
Employee 10,October 2023,2023,10,2021-01-28,1006,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 102,October 2023,2023,10,2023-07-31,92,3-6 months,Product Engineering,R&D,Employee 41,L3 Veteran,India
Employee 110,October 2023,2023,10,2023-10-09,22,1-30 days,Product Engineering,R&D,Employee 158,L3 Veteran,India
Employee 113,October 2023,2023,10,2023-10-16,15,1-30 days,Security,R&D,Employee 999,M6 Early,United States
Employee 1141,October 2023,2023,10,2022-10-31,365,6 months-1 year,Software Engineering,R&D,Employe 2141,L4 Seasoned,United States
Employee 1143,October 2023,2023,10,2021-10-18,743,1-5 years,Software Engineering,R&D,Employe 2143,M4 Veteran,United States
Employee 1146,October 2023,2023,10,2023-10-09,22,1-30 days,Software Engineering,R&D,Employe 2146,L3 Seasoned,India
Employee 1148,October 2023,2023,10,2023-06-20,133,3-6 months,Solutions Engineering,Go-To-Market,Employe 2148,L5 Seasoned,United States
Employee 1151,October 2023,2023,10,2022-11-14,351,6 months-1 year,Software Engineering,R&D,Employe 2151,L5 Seasoned,United States
Employee 1153,October 2023,2023,10,2022-12-05,330,6 months-1 year,Software Engineering,R&D,Employe 2153,L5 Early,United States
Employee 118,October 2023,2023,10,2023-10-30,1,1-30 days,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 1180,October 2023,2023,10,2022-09-18,408,1-5 years,Software Engineering,R&D,Employe 2180,L2 Seasoned,Egypt
Employee 1189,October 2023,2023,10,2022-02-07,631,1-5 years,Solutions Engineering,Go-To-Market,Employe 2189,L5 Early,United States
Employee 1190,October 2023,2023,10,2022-02-14,624,1-5 years,Software Engineering,R&D,Employe 2190,L3 Seasoned,United States
Employee 1199,October 2023,2023,10,2023-05-08,176,3-6 months,Security Engineering,R&D,Employe 2199,L5 Early,United States
Employee 1202,October 2023,2023,10,2023-05-08,176,3-6 months,Data Platform Engineering,R&D,Employe 2202,L5,Canada
Employee 1210,October 2023,2023,10,2023-10-16,15,1-30 days,Software Engineering,R&D,Employe 2210,L4 Seasoned,Canada
Employee 1216,October 2023,2023,10,2023-01-18,286,6 months-1 year,Software Engineering,R&D,Employe 2216,L4 Early,United States
Employee 1219,October 2023,2023,10,2022-10-10,386,1-5 years,Software Engineering,R&D,Employe 2219,L4 Early,Canada
Employee 1231,October 2023,2023,10,2023-04-10,204,6 months-1 year,Software Engineering,R&D,Employe 2231,L4 Seasoned,United States
Employee 1236,October 2023,2023,10,2021-04-29,915,1-5 years,Data Platform Engineering,R&D,Employe 2236,L4 Early,United States
Employee 1237,October 2023,2023,10,2021-12-22,678,1-5 years,Data Platform Engineering,R&D,Employe 2237,L3 Seasoned,United States
Employee 1244,October 2023,2023,10,2023-07-10,113,3-6 months,Software Engineering,R&D,Employe 2244,L3 Veteran,United States
Employee 1246,October 2023,2023,10,2023-09-05,56,1-3 months,Data Platform Engineering,R&D,Employe 2246,L4 Early,Canada
Employee 1251,October 2023,2023,10,2021-08-02,820,1-5 years,Finance,Operations,Employe 2251,M6 Early,United States
Employee 1268,October 2023,2023,10,2023-07-03,120,3-6 months,Data Product Engineering,R&D,Employe 2268,L4 Veteran,United States
Employee 1271,October 2023,2023,10,2023-01-09,295,6 months-1 year,Engineering,R&D,Employe 2271,M6 Seasoned,United States
Employee 15,October 2023,2023,10,2021-08-01,821,1-5 years,AI Products,R&D,Employee 183,L4 Veteran,Egypt
Employee 16,October 2023,2023,10,2021-08-18,804,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Seasoned,United States
Employee 17,October 2023,2023,10,2021-08-23,799,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Veteran,United States
Employee 3,October 2023,2023,10,2019-05-20,1625,1-5 years,Product Engineering,R&D,Employee 999,L6 Early,United States
Employee 32,October 2023,2023,10,2022-02-07,631,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Early,Egypt
Employee 40,October 2023,2023,10,2022-04-11,568,1-5 years,Data Platform Engineering,R&D,Employee 159,L4 Veteran,United States
Employee 41,October 2023,2023,10,2022-05-03,546,1-5 years,Product Engineering,R&D,Employee 999,M4 Veteran,United States
Employee 43,October 2023,2023,10,2022-05-09,540,1-5 years,Finance,Operations,Employee 999,M6 Seasoned,United States
Employee 5,October 2023,2023,10,2020-01-27,1373,1-5 years,Data Engineering,R&D,Employee 999,M5 Veteran,United States
Employee 55,October 2023,2023,10,2022-06-13,505,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,India
Employee 57,October 2023,2023,10,2022-06-27,491,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 59,October 2023,2023,10,2022-07-05,483,1-5 years,Data Product Engineering,R&D,Employee 159,L4 Seasoned,United States
Employee 64,October 2023,2023,10,2022-08-29,428,1-5 years,Data Platform Engineering,R&D,Employee 159,L3 Seasoned,United States
Employee 66,October 2023,2023,10,2022-08-29,428,1-5 years,Accounting,Operations,Employee 43,M5 Early,United States
Employee 68,October 2023,2023,10,2022-09-19,407,1-5 years,Infrastructure Engineering,R&D,Employee 200,L4 Early,United States
Employee 8,October 2023,2023,10,2020-11-30,1065,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 80,October 2023,2023,10,2022-12-19,316,6 months-1 year,Accounting,Operations,Employee 66,M3 Veteran,United States
Employee 81,October 2023,2023,10,2022-12-19,316,6 months-1 year,Data Product Engineering,R&D,Employee 157,L3 Veteran,Egypt
Employee 83,October 2023,2023,10,2023-01-03,301,6 months-1 year,Orion,R&D,Employee 183,L3 Seasoned,United Kingdom
Employee 85,October 2023,2023,10,2023-01-03,301,6 months-1 year,Core Data Ingestion,R&D,Employee 151,L4 Veteran,United States
Employee 86,October 2023,2023,10,2023-01-10,294,6 months-1 year,Forward Deployed Engineering,R&D,Employee 999,M4 Early,United States
Employee 87,October 2023,2023,10,2023-01-17,287,6 months-1 year,Product Security,R&D,Employee 113,L5 Seasoned,Netherlands
Employee 89,October 2023,2023,10,2023-01-23,281,6 months-1 year,Orion,R&D,Employee 183,L3 Early,Egypt
Employee 91,October 2023,2023,10,2023-02-06,267,6 months-1 year,Data Product Engineering,R&D,Employee 157,L4 Early,Egypt
Employee 95,October 2023,2023,10,2023-04-10,204,6 months-1 year,Core Data Ingestion,R&D,Employee 151,L5 Seasoned,United States
Employee 10,November 2023,2023,11,2021-01-28,1036,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 102,November 2023,2023,11,2023-07-31,122,3-6 months,Product Engineering,R&D,Employee 41,L3 Veteran,India
Employee 110,November 2023,2023,11,2023-10-09,52,1-3 months,Product Engineering,R&D,Employee 158,L3 Veteran,India
Employee 113,November 2023,2023,11,2023-10-16,45,1-3 months,Security,R&D,Employee 999,M6 Early,United States
Employee 1141,November 2023,2023,11,2022-10-31,395,1-5 years,Software Engineering,R&D,Employe 2141,L4 Seasoned,United States
Employee 1143,November 2023,2023,11,2021-10-18,773,1-5 years,Software Engineering,R&D,Employe 2143,M4 Veteran,United States
Employee 1146,November 2023,2023,11,2023-10-09,52,1-3 months,Software Engineering,R&D,Employe 2146,L3 Seasoned,India
Employee 1148,November 2023,2023,11,2023-06-20,163,3-6 months,Solutions Engineering,Go-To-Market,Employe 2148,L5 Seasoned,United States
Employee 1151,November 2023,2023,11,2022-11-14,381,1-5 years,Software Engineering,R&D,Employe 2151,L5 Seasoned,United States
Employee 1153,November 2023,2023,11,2022-12-05,360,6 months-1 year,Software Engineering,R&D,Employe 2153,L5 Early,United States
Employee 118,November 2023,2023,11,2023-10-30,31,1-3 months,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 1180,November 2023,2023,11,2022-09-18,438,1-5 years,Software Engineering,R&D,Employe 2180,L2 Seasoned,Egypt
Employee 1189,November 2023,2023,11,2022-02-07,661,1-5 years,Solutions Engineering,Go-To-Market,Employe 2189,L5 Early,United States
Employee 1190,November 2023,2023,11,2022-02-14,654,1-5 years,Software Engineering,R&D,Employe 2190,L3 Seasoned,United States
Employee 1199,November 2023,2023,11,2023-05-08,206,6 months-1 year,Security Engineering,R&D,Employe 2199,L5 Early,United States
Employee 1202,November 2023,2023,11,2023-05-08,206,6 months-1 year,Data Platform Engineering,R&D,Employe 2202,L5,Canada
Employee 1210,November 2023,2023,11,2023-10-16,45,1-3 months,Software Engineering,R&D,Employe 2210,L4 Seasoned,Canada
Employee 1216,November 2023,2023,11,2023-01-18,316,6 months-1 year,Software Engineering,R&D,Employe 2216,L4 Early,United States
Employee 1219,November 2023,2023,11,2022-10-10,416,1-5 years,Software Engineering,R&D,Employe 2219,L4 Early,Canada
Employee 1231,November 2023,2023,11,2023-04-10,234,6 months-1 year,Software Engineering,R&D,Employe 2231,L4 Seasoned,United States
Employee 1236,November 2023,2023,11,2021-04-29,945,1-5 years,Data Platform Engineering,R&D,Employe 2236,L4 Early,United States
Employee 1237,November 2023,2023,11,2021-12-22,708,1-5 years,Data Platform Engineering,R&D,Employe 2237,L3 Seasoned,United States
Employee 1244,November 2023,2023,11,2023-07-10,143,3-6 months,Software Engineering,R&D,Employe 2244,L3 Veteran,United States
Employee 1246,November 2023,2023,11,2023-09-05,86,1-3 months,Data Platform Engineering,R&D,Employe 2246,L4 Early,Canada
Employee 1251,November 2023,2023,11,2021-08-02,850,1-5 years,Finance,Operations,Employe 2251,M6 Early,United States
Employee 1268,November 2023,2023,11,2023-07-03,150,3-6 months,Data Product Engineering,R&D,Employe 2268,L4 Veteran,United States
Employee 1271,November 2023,2023,11,2023-01-09,325,6 months-1 year,Engineering,R&D,Employe 2271,M6 Seasoned,United States
Employee 15,November 2023,2023,11,2021-08-01,851,1-5 years,AI Products,R&D,Employee 183,L4 Veteran,Egypt
Employee 16,November 2023,2023,11,2021-08-18,834,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Seasoned,United States
Employee 17,November 2023,2023,11,2021-08-23,829,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Veteran,United States
Employee 3,November 2023,2023,11,2019-05-20,1655,1-5 years,Product Engineering,R&D,Employee 999,L6 Early,United States
Employee 32,November 2023,2023,11,2022-02-07,661,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Early,Egypt
Employee 40,November 2023,2023,11,2022-04-11,598,1-5 years,Data Platform Engineering,R&D,Employee 159,L4 Veteran,United States
Employee 41,November 2023,2023,11,2022-05-03,576,1-5 years,Product Engineering,R&D,Employee 999,M4 Veteran,United States
Employee 43,November 2023,2023,11,2022-05-09,570,1-5 years,Finance,Operations,Employee 999,M6 Seasoned,United States
Employee 5,November 2023,2023,11,2020-01-27,1403,1-5 years,Data Engineering,R&D,Employee 999,M5 Veteran,United States
Employee 55,November 2023,2023,11,2022-06-13,535,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,India
Employee 57,November 2023,2023,11,2022-06-27,521,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 59,November 2023,2023,11,2022-07-05,513,1-5 years,Data Product Engineering,R&D,Employee 159,L4 Seasoned,United States
Employee 64,November 2023,2023,11,2022-08-29,458,1-5 years,Data Platform Engineering,R&D,Employee 159,L3 Seasoned,United States
Employee 66,November 2023,2023,11,2022-08-29,458,1-5 years,Accounting,Operations,Employee 43,M5 Early,United States
Employee 68,November 2023,2023,11,2022-09-19,437,1-5 years,Infrastructure Engineering,R&D,Employee 200,L4 Early,United States
Employee 8,November 2023,2023,11,2020-11-30,1095,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 80,November 2023,2023,11,2022-12-19,346,6 months-1 year,Accounting,Operations,Employee 66,M3 Veteran,United States
Employee 81,November 2023,2023,11,2022-12-19,346,6 months-1 year,Data Product Engineering,R&D,Employee 157,L3 Veteran,Egypt
Employee 83,November 2023,2023,11,2023-01-03,331,6 months-1 year,Orion,R&D,Employee 183,L3 Seasoned,United Kingdom
Employee 85,November 2023,2023,11,2023-01-03,331,6 months-1 year,Core Data Ingestion,R&D,Employee 151,L4 Veteran,United States
Employee 86,November 2023,2023,11,2023-01-10,324,6 months-1 year,Forward Deployed Engineering,R&D,Employee 999,M4 Early,United States
Employee 87,November 2023,2023,11,2023-01-17,317,6 months-1 year,Product Security,R&D,Employee 113,L5 Seasoned,Netherlands
Employee 89,November 2023,2023,11,2023-01-23,311,6 months-1 year,Orion,R&D,Employee 183,L3 Early,Egypt
Employee 91,November 2023,2023,11,2023-02-06,297,6 months-1 year,Data Product Engineering,R&D,Employee 157,L4 Early,Egypt
Employee 95,November 2023,2023,11,2023-04-10,234,6 months-1 year,Core Data Ingestion,R&D,Employee 151,L5 Seasoned,United States
Employee 10,December 2023,2023,12,2021-01-28,1067,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 102,December 2023,2023,12,2023-07-31,153,3-6 months,Product Engineering,R&D,Employee 41,L3 Veteran,India
Employee 110,December 2023,2023,12,2023-10-09,83,1-3 months,Product Engineering,R&D,Employee 158,L3 Veteran,India
Employee 113,December 2023,2023,12,2023-10-16,76,1-3 months,Security,R&D,Employee 999,M6 Early,United States
Employee 1141,December 2023,2023,12,2022-10-31,426,1-5 years,Software Engineering,R&D,Employe 2141,L4 Seasoned,United States
Employee 1143,December 2023,2023,12,2021-10-18,804,1-5 years,Software Engineering,R&D,Employe 2143,M4 Veteran,United States
Employee 1146,December 2023,2023,12,2023-10-09,83,1-3 months,Software Engineering,R&D,Employe 2146,L3 Seasoned,India
Employee 1148,December 2023,2023,12,2023-06-20,194,6 months-1 year,Solutions Engineering,Go-To-Market,Employe 2148,L5 Seasoned,United States
Employee 1151,December 2023,2023,12,2022-11-14,412,1-5 years,Software Engineering,R&D,Employe 2151,L5 Seasoned,United States
Employee 1153,December 2023,2023,12,2022-12-05,391,1-5 years,Software Engineering,R&D,Employe 2153,L5 Early,United States
Employee 1168,December 2023,2023,12,2023-12-01,30,1-30 days,Software Engineering,R&D,Employe 2168,L4 Veteran,United States
Employee 118,December 2023,2023,12,2023-10-30,62,1-3 months,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 1180,December 2023,2023,12,2022-09-18,469,1-5 years,Software Engineering,R&D,Employe 2180,L2 Seasoned,Egypt
Employee 1189,December 2023,2023,12,2022-02-07,692,1-5 years,Solutions Engineering,Go-To-Market,Employe 2189,L5 Early,United States
Employee 1190,December 2023,2023,12,2022-02-14,685,1-5 years,Software Engineering,R&D,Employe 2190,L3 Seasoned,United States
Employee 1199,December 2023,2023,12,2023-05-08,237,6 months-1 year,Security Engineering,R&D,Employe 2199,L5 Early,United States
Employee 1202,December 2023,2023,12,2023-05-08,237,6 months-1 year,Data Platform Engineering,R&D,Employe 2202,L5,Canada
Employee 1210,December 2023,2023,12,2023-10-16,76,1-3 months,Software Engineering,R&D,Employe 2210,L4 Seasoned,Canada
Employee 1216,December 2023,2023,12,2023-01-18,347,6 months-1 year,Software Engineering,R&D,Employe 2216,L4 Early,United States
Employee 1219,December 2023,2023,12,2022-10-10,447,1-5 years,Software Engineering,R&D,Employe 2219,L4 Early,Canada
Employee 122,December 2023,2023,12,2023-12-04,27,1-30 days,Product Engineering,R&D,Employee 158,L4 Seasoned,United States
Employee 1231,December 2023,2023,12,2023-04-10,265,6 months-1 year,Software Engineering,R&D,Employe 2231,L4 Seasoned,United States
Employee 1236,December 2023,2023,12,2021-04-29,976,1-5 years,Data Platform Engineering,R&D,Employe 2236,L4 Early,United States
Employee 1237,December 2023,2023,12,2021-12-22,739,1-5 years,Data Platform Engineering,R&D,Employe 2237,L3 Seasoned,United States
Employee 1244,December 2023,2023,12,2023-07-10,174,3-6 months,Software Engineering,R&D,Employe 2244,L3 Veteran,United States
Employee 1246,December 2023,2023,12,2023-09-05,117,3-6 months,Data Platform Engineering,R&D,Employe 2246,L4 Early,Canada
Employee 1251,December 2023,2023,12,2021-08-02,881,1-5 years,Finance,Operations,Employe 2251,M6 Early,United States
Employee 1268,December 2023,2023,12,2023-07-03,181,6 months-1 year,Data Product Engineering,R&D,Employe 2268,L4 Veteran,United States
Employee 1271,December 2023,2023,12,2023-01-09,356,6 months-1 year,Engineering,R&D,Employe 2271,M6 Seasoned,United States
Employee 15,December 2023,2023,12,2021-08-01,882,1-5 years,AI Products,R&D,Employee 183,L4 Veteran,Egypt
Employee 16,December 2023,2023,12,2021-08-18,865,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Seasoned,United States
Employee 17,December 2023,2023,12,2021-08-23,860,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Veteran,United States
Employee 3,December 2023,2023,12,2019-05-20,1686,1-5 years,Product Engineering,R&D,Employee 999,L6 Early,United States
Employee 32,December 2023,2023,12,2022-02-07,692,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Early,Egypt
Employee 40,December 2023,2023,12,2022-04-11,629,1-5 years,Data Platform Engineering,R&D,Employee 159,L4 Veteran,United States
